recordId,country,territory_code,ingestion_timestamp,mainland,population_count,batch_id,is_valid_record,mark,regular_count,date,amount_10_day,test_units,origin
6b9264e7-388b-417e-94ff-181df01919ea,Kenya,KEN,24-01-2020 12.36,Africa,59422381,20201213_KEN_461,FALSE,not accepted cases,3636,09-02-2020,5294.6,Antigen,HealthMap
4f53d363-699d-414d-8a7b-2965d392fafa,Mexico,MEX,16-01-2020 3.01,America,88454063,20200922_MEX_397,TRUE,not accepted cases,2132,26-12-2020,9963.65,Antigen,HealthMap
2c8e8369-bc40-45a0-a10a-9c57e4cfbc9e,Canada,CAN,08-01-2020 4.54,America,35932141,20201231_CAN_456,TRUE,not accepted cases,2846,29-12-2020,,Rapid,HealthMap
855f9c96-ac51-4f1c-8116-02d31133804e,Argentina,ARG,24-02-2020 5.45,America,64509033,20201122_ARG_179,FALSE,accepted cases,994,12-04-2020,2367.36,Antigen,Digital surveillance
087c863c-b93f-4a3d-a7b2-2a86038d334e,Kenya,KEN,05-02-2020 18.23,Africa,70099580,20201009_KEN_133,TRUE,accepted cases,2533,22-07-2020,7188.7,Rapid,HealthMap
161c46a8-6b60-45ba-8d2a-f79eed597038,Egypt,EGY,22-02-2020 18.04,Africa,150675102,20201124_EGY_076,FALSE,not accepted cases,4238,25-06-2020,,Rapid,Digital surveillance
98c45d43-555c-46ba-8a5b-62c4e6f6068c,Indonesia,IDN,28-01-2020 16.58,Asia,151918530,20200304_IDN_531,TRUE,not accepted cases,1348,23-03-2020,,Rapid,Digital surveillance
98f2af0c-7ad8-4c0d-a94c-43382fd02963,Kenya,KEN,03-02-2020 9.54,Africa,40361020,20201121_KEN_980,FALSE,accepted cases,2480,10-11-2020,5025.73,PCR,Digital surveillance
2acb0306-cd26-4fe7-8167-6490dd9ca5fe,United States,USA,12-02-2020 19.46,America,365803908,20201015_USA_043,TRUE,accepted cases,372,24-11-2020,2646.56,PCR,HealthMap
564e3ab1-6957-4a4d-a501-e87b8c6db3ec,Spain,ESP,10-02-2020 0.31,Europe,52700303,20200528_ESP_658,FALSE,not accepted cases,2006,16-12-2020,4535.44,Rapid,Digital surveillance
be1ffb4d-aae5-4662-947d-c1f296110deb,United States,USA,29-01-2020 13.30,America,233033483,20201106_USA_148,FALSE,not accepted cases,2829,23-07-2020,,Antigen,Digital surveillance
43202593-aa3f-4d08-8bca-e5ee3dbefef5,Nigeria,NGA,16-01-2020 14.07,Africa,195749331,20200313_NGA_100,TRUE,not accepted cases,3146,11-11-2020,9626.86,PCR,HealthMap
a6592f3b-f694-446f-9dff-8fc9ae72aeee,Italy,ITA,16-02-2020 10.12,Europe,39865046,20200920_ITA_479,FALSE,not accepted cases,4074,12-01-2020,,Antigen,HealthMap
61b6c40b-8d24-4e8d-bf0a-7b9142034635,Brazil,BRA,14-01-2020 18.22,America,117022547,20200910_BRA_612,FALSE,not accepted cases,4396,05-01-2020,4309.28,Antigen,HealthMap
b6fdec4c-3498-4e4b-9b5f-927916730f5b,South Africa,ZAF,24-01-2020 1.25,Africa,63477002,20200409_ZAF_372,FALSE,accepted cases,3164,15-09-2020,5498.57,Rapid,Digital surveillance
84af0391-426a-4407-bb6d-b179dc7835d7,Indonesia,IDN,07-01-2020 12.23,Asia,406671536,20201012_IDN_962,FALSE,accepted cases,1630,04-11-2020,5000.78,PCR,Digital surveillance
364af727-b01a-4a1f-a939-deb83b5db4c0,Indonesia,IDN,15-02-2020 10.51,Asia,278811567,20200317_IDN_621,TRUE,not accepted cases,2609,24-03-2020,,Rapid,HealthMap
a9aad275-4f7a-4ae8-9c0e-f980d6e584a4,Italy,ITA,22-01-2020 16.53,Europe,62417151,20201228_ITA_577,FALSE,not accepted cases,136,07-07-2020,,PCR,HealthMap
d43c3ab9-a3ca-45c4-a44c-e88eefe68ced,Italy,ITA,20-01-2020 23.55,Europe,68277150,20201101_ITA_486,FALSE,accepted cases,420,25-10-2020,5242.32,Rapid,HealthMap
ca80bfcb-ee7e-44e5-b451-a56c9b9d0f71,Indonesia,IDN,22-02-2020 21.15,Asia,293373297,20201224_IDN_113,TRUE,accepted cases,3612,09-06-2020,4129.6,PCR,HealthMap
a281c599-ac78-4e6c-a713-f014418f4d41,Germany,DEU,19-02-2020 19.58,Europe,115020079,20200201_DEU_723,TRUE,accepted cases,4594,15-06-2020,4783.71,Antigen,HealthMap
0e892bbb-cb34-4014-8702-bb511c54d581,United States,USA,30-01-2020 17.21,America,282771257,20201214_USA_659,FALSE,not accepted cases,1575,06-05-2020,,Antigen,Digital surveillance
c341491f-e01e-4339-aedb-e0f8abb6a2c8,Argentina,ARG,19-02-2020 9.45,America,53793814,20200907_ARG_325,FALSE,not accepted cases,4591,20-05-2020,,Rapid,HealthMap
675e3152-f3ff-4a58-8536-ca5f201101ee,South Africa,ZAF,22-02-2020 11.49,Africa,38341651,20200122_ZAF_295,TRUE,not accepted cases,3623,01-12-2020,,Antigen,Digital surveillance
c17a00a2-f336-459f-b8db-9226bebf4fa6,Canada,CAN,22-02-2020 17.17,America,40082847,20200519_CAN_141,TRUE,accepted cases,1986,26-01-2020,5310.41,Rapid,Digital surveillance
5b072dba-5caf-423c-a4d3-eeb061ed10e4,India,IND,07-01-2020 13.21,Asia,1341921655,20201214_IND_790,TRUE,accepted cases,4508,21-03-2020,9350.32,Antigen,HealthMap
f095b132-818c-41d6-a4fd-9f6790112096,Canada,CAN,18-02-2020 9.20,America,43248655,20200215_CAN_668,TRUE,accepted cases,1434,01-08-2020,1757.89,PCR,HealthMap
b4f421bc-c2de-4dcb-875a-6b772a925e87,United Kingdom,GBR,12-01-2020 23.55,Europe,53593763,20200120_GBR_010,FALSE,accepted cases,2744,25-05-2020,6413.12,Rapid,HealthMap
7168e79c-fdc8-48ce-aea1-cb7829781017,Indonesia,IDN,24-02-2020 16.29,Asia,189500278,20200227_IDN_339,TRUE,not accepted cases,2107,05-04-2020,,Antigen,HealthMap
b596b7cf-c0e1-4cd6-84f9-401b98901b47,Italy,ITA,13-02-2020 6.11,Europe,81995093,20200726_ITA_847,FALSE,not accepted cases,710,24-07-2020,1847.81,PCR,HealthMap
eb825123-16dc-4717-94de-7e91444c784b,Nigeria,NGA,29-02-2020 7.00,Africa,182139661,20200816_NGA_772,FALSE,not accepted cases,2473,25-10-2020,114.36,Rapid,HealthMap
71414ddf-3696-46f0-8251-59d4e66333e4,Brazil,BRA,04-01-2020 21.07,America,171494285,20200726_BRA_703,FALSE,accepted cases,2416,07-07-2020,2191.29,PCR,HealthMap
93633285-10b0-4785-84e0-177e2ab11574,Indonesia,IDN,30-01-2020 23.38,Asia,250505403,20201008_IDN_935,FALSE,accepted cases,2027,14-12-2020,8731.35,PCR,HealthMap
ee1b95f5-19da-4ac1-b0d0-5ffe7b919642,Germany,DEU,15-02-2020 11.04,Europe,89160250,20200201_DEU_849,TRUE,accepted cases,1347,16-06-2020,4418.41,Rapid,Digital surveillance
1a0b7f8b-58ee-4c23-b1a6-5c01b2029e7d,Italy,ITA,01-02-2020 2.57,Europe,57165610,20200129_ITA_465,TRUE,not accepted cases,3742,15-10-2020,,Antigen,HealthMap
997563a2-dc12-46fe-a749-66795537011c,Afghanistan,AFG,26-01-2020 8.52,Asia,48497101,20201023_AFG_075,TRUE,not accepted cases,2822,24-12-2020,,PCR,Digital surveillance
b45ec007-c1ec-4877-aa2c-f49478ad916a,United Kingdom,GBR,03-01-2020 9.26,Europe,86145451,20201124_GBR_747,FALSE,not accepted cases,3133,17-08-2020,9067.67,Antigen,Digital surveillance
e364b679-a201-4d09-881d-fabb13bfc115,France,FRA,09-01-2020 20.55,Europe,40380358,20201002_FRA_403,TRUE,accepted cases,28,12-01-2020,4630.04,Rapid,HealthMap
48e89160-dfce-4104-8d9e-53cbef71abb0,France,FRA,25-01-2020 7.15,Europe,55231816,20200521_FRA_194,TRUE,accepted cases,3434,10-11-2020,8837.57,PCR,Digital surveillance
dbb181ea-9b5f-4e12-aa79-f00b7243c322,Canada,CAN,05-01-2020 3.38,America,35720724,20201210_CAN_721,TRUE,accepted cases,362,24-07-2020,5397.6,PCR,Digital surveillance
e9d2c512-03b7-4a96-945d-5b5171e410b0,Germany,DEU,19-01-2020 7.52,Europe,103181389,20200612_DEU_592,FALSE,accepted cases,2472,14-03-2020,5212.51,Antigen,HealthMap
a47d78c4-8805-4a8c-b90b-b5115c369f31,Mexico,MEX,04-01-2020 17.37,America,159259297,20200330_MEX_642,FALSE,not accepted cases,384,25-06-2020,6713.43,Rapid,HealthMap
92373f40-8205-4030-84ca-301e64ecc6de,Egypt,EGY,27-01-2020 4.19,Africa,69984347,20201002_EGY_485,TRUE,accepted cases,2463,28-12-2020,,Antigen,Digital surveillance
8160b582-23ed-4d2e-ae04-a4a509399796,France,FRA,27-01-2020 13.35,Europe,41389460,20200504_FRA_262,TRUE,not accepted cases,647,18-08-2020,924.64,Rapid,Digital surveillance
a8ce3de2-e8ff-43ee-8890-9ec20209c64e,India,IND,18-01-2020 12.43,Asia,1522037258,20200207_IND_193,TRUE,not accepted cases,1711,19-06-2020,,PCR,Digital surveillance
858f0b9d-1467-4215-9afa-5eac14fac576,Canada,CAN,17-02-2020 3.47,America,36946582,20200504_CAN_713,TRUE,not accepted cases,1960,09-10-2020,,Antigen,HealthMap
8c7bb2d0-bbc1-4155-82bf-cf1ae4fabd5f,Ethiopia,ETH,04-02-2020 20.22,Africa,87551857,20200919_ETH_904,FALSE,not accepted cases,807,28-08-2020,3202.33,PCR,HealthMap
a0166750-0271-4171-bd2a-9e63d213c642,Nigeria,NGA,27-01-2020 1.36,Africa,148683146,20200315_NGA_017,FALSE,not accepted cases,2418,19-03-2020,,PCR,HealthMap
7882b5fc-7fd1-4f72-b899-9d57daa643a4,Italy,ITA,23-02-2020 7.31,Europe,69809705,20201216_ITA_346,FALSE,not accepted cases,4018,23-08-2020,,Antigen,Digital surveillance
ea4b323a-9692-4b9a-b50e-3b09b62049d3,Indonesia,IDN,16-02-2020 17.31,Asia,387555443,20201004_IDN_658,TRUE,accepted cases,608,08-12-2020,,PCR,HealthMap
bfc2de16-ea89-42fa-b95c-ba94836b3c6d,Indonesia,IDN,23-02-2020 20.14,Asia,330189382,20200105_IDN_224,FALSE,not accepted cases,495,12-11-2020,9339.04,Antigen,HealthMap
137d7b66-1a01-4c05-8c7a-7ae0d3c9b1ec,Afghanistan,AFG,01-01-2020 17.35,Asia,19925509,20200928_AFG_740,FALSE,not accepted cases,140,14-09-2020,6740.33,PCR,Digital surveillance
cc5b06b8-5811-4cdf-9b80-a65882856d7d,Japan,JPN,03-02-2020 4.15,Asia,141625918,20200509_JPN_835,FALSE,not accepted cases,3251,10-02-2020,,Antigen,HealthMap
0b3b1d85-3fc8-4e23-8fe5-f37aca892bc8,Italy,ITA,16-01-2020 22.14,Europe,71589318,20200211_ITA_670,TRUE,accepted cases,3320,13-07-2020,,Antigen,Digital surveillance
0dfd8f8c-f649-45ed-9b01-475dfa972806,Afghanistan,AFG,14-02-2020 5.05,Asia,52371456,20201126_AFG_804,FALSE,accepted cases,4326,22-01-2020,,Rapid,HealthMap
4adea5f6-4f94-4deb-b692-9d949dd7ab1e,Mexico,MEX,03-01-2020 2.43,America,100615641,20201005_MEX_578,TRUE,accepted cases,2576,09-01-2020,5870.36,Rapid,HealthMap
179db9ce-9426-4130-a241-6f95c742908f,China,CHN,20-01-2020 5.36,Asia,1535320799,20200718_CHN_694,FALSE,not accepted cases,1146,18-12-2020,5007.93,Antigen,Digital surveillance
49adca60-5379-46c4-9967-0b89e9afed92,Japan,JPN,28-01-2020 7.53,Asia,106315195,20201110_JPN_978,FALSE,not accepted cases,242,20-11-2020,,Antigen,HealthMap
baee4021-e31f-44b9-9cff-01379cb896ef,Brazil,BRA,23-01-2020 17.24,America,145760036,20201026_BRA_677,FALSE,accepted cases,2419,06-05-2020,820.38,PCR,HealthMap
93e0bd58-5124-4df8-bacb-9310a4c6add2,Indonesia,IDN,17-02-2020 12.20,Asia,165905999,20200103_IDN_966,FALSE,not accepted cases,2948,18-05-2020,,PCR,Digital surveillance
1bc436c3-b9bd-4f84-9bd7-622adb37c48d,Egypt,EGY,29-01-2020 17.35,Africa,92924159,20200114_EGY_092,FALSE,accepted cases,4890,02-11-2020,8637.18,PCR,HealthMap
428c92aa-7dd9-41bd-906b-b76c79386678,Egypt,EGY,25-01-2020 2.46,Africa,108427040,20200504_EGY_586,TRUE,not accepted cases,1388,12-03-2020,,Antigen,HealthMap
1d1e0823-7230-4896-bc94-8e0c3d7881af,Indonesia,IDN,05-01-2020 5.27,Asia,251943241,20200904_IDN_802,TRUE,not accepted cases,2061,06-05-2020,4958.02,Rapid,Digital surveillance
d1f60248-1da5-46d5-9dc8-4e4ae40bfc7e,Ethiopia,ETH,07-01-2020 4.19,Africa,166561943,20200619_ETH_862,FALSE,not accepted cases,3606,20-06-2020,8235.35,Rapid,Digital surveillance
6b456471-eea0-428c-ad4b-bac1c2f89135,Argentina,ARG,21-01-2020 19.44,America,44247103,20200331_ARG_988,FALSE,not accepted cases,2387,21-12-2020,9677.63,PCR,HealthMap
6752e553-01f5-4899-ac04-eea4cc8013ce,South Africa,ZAF,18-01-2020 12.23,Africa,84934026,20200412_ZAF_607,TRUE,accepted cases,3781,28-12-2020,,Antigen,Digital surveillance
f664fe4a-d2ad-4ec5-b130-3912db9779cf,Egypt,EGY,13-02-2020 15.08,Africa,82157399,20200509_EGY_675,TRUE,not accepted cases,3088,07-02-2020,5979.34,Rapid,HealthMap
5c7a8453-3b57-43d1-b589-565d77ca17e2,France,FRA,02-02-2020 22.26,Europe,35036546,20200703_FRA_719,TRUE,accepted cases,2033,02-12-2020,1663.38,Rapid,Digital surveillance
7849b18c-2f74-455f-b5ec-a7a11c42f8c3,Italy,ITA,11-02-2020 21.41,Europe,88686079,20200618_ITA_989,FALSE,accepted cases,86,20-02-2020,,Rapid,Digital surveillance
fa796c9b-41ae-4e5b-9152-2caa9bb3d9b2,Ethiopia,ETH,24-01-2020 12.29,Africa,135605931,20201219_ETH_513,TRUE,not accepted cases,201,04-09-2020,,Antigen,Digital surveillance
49c60f0b-1576-4fb3-986b-bcf21cf3f2c8,Japan,JPN,23-02-2020 23.09,Asia,102685017,20200821_JPN_804,TRUE,not accepted cases,2853,31-08-2020,,Rapid,HealthMap
50ed3e61-9433-4ba0-8733-5eacd1292112,Nigeria,NGA,05-01-2020 9.02,Africa,249589483,20200112_NGA_870,FALSE,accepted cases,1346,04-05-2020,5519.1,Antigen,HealthMap
a66f6559-23d0-4020-ac21-610721ba8892,Ethiopia,ETH,15-01-2020 12.40,Africa,78909503,20201202_ETH_443,FALSE,accepted cases,1616,18-08-2020,3888.36,Rapid,Digital surveillance
11b964f3-7380-4647-a729-ef1e278f3175,Canada,CAN,18-01-2020 22.51,America,21232367,20200222_CAN_819,TRUE,not accepted cases,2670,10-04-2020,2623.53,Antigen,HealthMap
1fafc127-237d-4a0e-8a69-acffdbfa996b,Spain,ESP,25-01-2020 19.25,Europe,28718284,20200629_ESP_866,FALSE,accepted cases,2436,10-11-2020,6721.1,Antigen,Digital surveillance
6fcfd948-b7ad-4ab5-b950-b98c96b45607,Brazil,BRA,20-01-2020 3.11,America,253676175,20200918_BRA_398,FALSE,accepted cases,4708,15-07-2020,4866.7,Rapid,Digital surveillance
7c25cfba-002b-472a-b209-38651e64994c,France,FRA,11-01-2020 15.18,Europe,44849336,20200818_FRA_635,TRUE,not accepted cases,78,05-09-2020,,Antigen,HealthMap
6b871766-b55f-43e3-8f19-c40c39bbc9d1,Egypt,EGY,13-02-2020 15.26,Africa,137117028,20200907_EGY_172,TRUE,accepted cases,1806,29-05-2020,,PCR,HealthMap
3d820fdc-88f7-417c-bb16-084dbf209763,United States,USA,19-02-2020 14.36,America,421216641,20200910_USA_563,TRUE,accepted cases,2194,05-10-2020,3668.62,PCR,HealthMap
d26def76-8edc-4124-8669-6cf062d0bba7,France,FRA,14-01-2020 13.06,Europe,86818385,20200506_FRA_305,TRUE,not accepted cases,2152,27-06-2020,869.83,PCR,Digital surveillance
8d7a33c6-791a-4ee0-8f06-51a6f871050e,Canada,CAN,21-02-2020 23.37,America,32104640,20201229_CAN_625,FALSE,accepted cases,1140,15-04-2020,8054.4,Rapid,HealthMap
7be4d34b-c986-4b03-b7c7-bdae659d125d,France,FRA,18-01-2020 19.34,Europe,53762763,20201226_FRA_300,FALSE,not accepted cases,4214,13-12-2020,1355.89,Antigen,Digital surveillance
1167ab90-6cf7-4806-a0e7-d45270e78582,Mexico,MEX,25-02-2020 20.08,America,176132299,20200507_MEX_150,FALSE,accepted cases,3217,07-09-2020,,Rapid,HealthMap
fe83ff64-fb70-4375-869b-1bfdfea9803a,Egypt,EGY,25-01-2020 14.04,Africa,132481979,20200217_EGY_413,FALSE,not accepted cases,3724,06-09-2020,,PCR,Digital surveillance
5512e6ff-3ad1-4f23-99f5-d457f545a783,Ethiopia,ETH,10-02-2020 21.44,Africa,155213057,20200930_ETH_408,TRUE,not accepted cases,1735,10-09-2020,,Antigen,HealthMap
cac02766-a429-4671-9261-019fc01bea13,France,FRA,06-02-2020 4.36,Europe,64316464,20200624_FRA_916,TRUE,accepted cases,815,16-11-2020,4595.82,PCR,Digital surveillance
a213b4f7-e2f2-4c15-9e64-20513151594a,Ethiopia,ETH,30-01-2020 0.27,Africa,171950356,20200308_ETH_904,FALSE,accepted cases,2244,17-02-2020,2503.89,Antigen,Digital surveillance
7ee87fc6-f173-4820-a31d-66c2341aecee,India,IND,26-01-2020 20.19,Asia,1655234352,20200429_IND_440,TRUE,accepted cases,8,19-04-2020,1327,PCR,HealthMap
6e0a07a6-ec31-4215-86f1-a57d54c6231f,Afghanistan,AFG,01-01-2020 22.21,Asia,24158686,20200804_AFG_711,TRUE,not accepted cases,580,27-04-2020,,Rapid,Digital surveillance
e03254d8-615e-4f66-a2b1-b69be9deee70,Japan,JPN,21-01-2020 11.56,Asia,80581858,20200309_JPN_657,TRUE,accepted cases,4345,15-10-2020,,Rapid,Digital surveillance
16d6ecba-1734-48c5-aebb-135addd413dc,Ethiopia,ETH,23-01-2020 23.13,Africa,143505464,20200729_ETH_631,FALSE,accepted cases,710,21-02-2020,,PCR,HealthMap
46eb6006-634c-43c1-bc71-0d0f42f83653,Kenya,KEN,28-01-2020 10.50,Africa,40209442,20201126_KEN_087,TRUE,not accepted cases,219,03-12-2020,2054.46,Rapid,Digital surveillance
39cba2d3-5642-48e4-b7c7-d83c46b325d5,South Africa,ZAF,19-01-2020 20.03,Africa,82908362,20200502_ZAF_507,FALSE,accepted cases,1974,12-09-2020,710.12,PCR,HealthMap
91732a58-158b-4989-9300-0173f17c77e7,Nigeria,NGA,09-01-2020 12.55,Africa,220235494,20200706_NGA_560,TRUE,not accepted cases,597,09-01-2020,137.93,PCR,Digital surveillance
c11022c8-0677-4725-98f8-36c3d3970fc6,India,IND,20-02-2020 12.32,Asia,1557432509,20200913_IND_786,FALSE,not accepted cases,3295,12-02-2020,5376.55,PCR,HealthMap
227b3831-b8ab-4d25-a9c7-03f7c4cfbf2e,China,CHN,20-01-2020 2.32,Asia,1012128872,20200320_CHN_550,FALSE,not accepted cases,4804,20-11-2020,6498.4,Rapid,Digital surveillance
065586bc-83cc-4aaa-ad65-d9d271e92a27,Argentina,ARG,14-02-2020 13.46,America,33383288,20200505_ARG_089,FALSE,accepted cases,3714,09-11-2020,3092.9,Rapid,Digital surveillance
86eaa48a-2218-471d-8c55-571f10fcc1cd,Japan,JPN,01-01-2020 22.08,Asia,64673814,20200911_JPN_976,FALSE,not accepted cases,1367,09-07-2020,,Antigen,Digital surveillance
7969a268-ba1e-4b4b-a9c0-120538fe1c92,Afghanistan,AFG,22-01-2020 13.17,Asia,21950601,20201230_AFG_999,TRUE,not accepted cases,3728,18-09-2020,,Antigen,Digital surveillance
d3b6eec8-7c1d-4d06-a45f-ca38242b0987,Kenya,KEN,11-01-2020 8.49,Africa,74971619,20201211_KEN_741,TRUE,accepted cases,4168,02-01-2020,,PCR,Digital surveillance
6332e670-fa25-4a19-bf0f-9fb645a45314,India,IND,31-01-2020 11.24,Asia,897119692,20200119_IND_567,FALSE,accepted cases,2636,07-05-2020,7202.88,Antigen,Digital surveillance
44c4f339-acbe-467d-91d4-e93e61c98ca2,Italy,ITA,24-01-2020 3.32,Europe,84763913,20200401_ITA_229,TRUE,not accepted cases,564,26-08-2020,7735.27,Antigen,HealthMap
e97a329d-205c-4c51-b5c6-010e625af724,China,CHN,05-02-2020 14.00,Asia,1008492650,20201015_CHN_804,FALSE,accepted cases,3800,07-07-2020,4933.61,PCR,Digital surveillance
580e6637-4b64-4855-ab65-f3f75e5020c4,Indonesia,IDN,01-01-2020 13.01,Asia,284887208,20201121_IDN_860,TRUE,not accepted cases,11,02-12-2020,,Rapid,HealthMap
e071ba41-ab50-41d1-9bc5-a78cb2e28997,Japan,JPN,14-01-2020 16.15,Asia,125468301,20200131_JPN_996,TRUE,not accepted cases,762,23-01-2020,8972.87,Rapid,HealthMap
5492e64e-d655-417c-970b-ff524d243052,Kenya,KEN,30-01-2020 23.05,Africa,32024947,20200309_KEN_653,FALSE,accepted cases,4848,17-10-2020,,Rapid,Digital surveillance
8820be22-c55e-40a5-ae32-6c664a0134af,Brazil,BRA,19-01-2020 8.54,America,303118645,20200720_BRA_718,FALSE,not accepted cases,3708,19-05-2020,,PCR,Digital surveillance
9d4b4e58-1db9-4cef-8f3c-ac614bd862a1,Italy,ITA,07-01-2020 4.06,Europe,57412539,20200609_ITA_417,TRUE,not accepted cases,1700,19-08-2020,,Antigen,Digital surveillance
01f402a8-104e-4270-8377-f68262561bf8,China,CHN,11-01-2020 21.19,Asia,1733960267,20201104_CHN_042,TRUE,not accepted cases,1215,16-02-2020,9684,Antigen,Digital surveillance
981eee1f-1576-4eef-9051-5329b783e80e,Argentina,ARG,17-01-2020 5.01,America,61222254,20201011_ARG_767,TRUE,accepted cases,3785,22-02-2020,1397.93,PCR,Digital surveillance
0bee6bd0-6ed4-4a92-a55d-10c276115727,Brazil,BRA,09-01-2020 6.52,America,185402771,20201118_BRA_961,TRUE,not accepted cases,614,12-01-2020,1977.5,Rapid,HealthMap
7f0d8acc-5873-4049-b3b2-af6b7b4732bc,Indonesia,IDN,06-01-2020 10.07,Asia,394497820,20200126_IDN_173,FALSE,not accepted cases,4064,16-01-2020,,Antigen,Digital surveillance
fc63ed02-d0fc-4186-8ee7-3bcdb966a115,Kenya,KEN,14-01-2020 5.17,Africa,50868260,20200317_KEN_036,TRUE,not accepted cases,4086,29-07-2020,4790.31,PCR,HealthMap
4cdeb394-5a84-40c2-861b-323f9a7c8572,South Africa,ZAF,09-01-2020 13.12,Africa,82121926,20200926_ZAF_256,TRUE,not accepted cases,2941,02-09-2020,4846.79,Rapid,HealthMap
6f60f68c-9a2b-45b4-927a-7dc2ee53e89e,South Africa,ZAF,18-01-2020 5.01,Africa,65068533,20200116_ZAF_918,FALSE,accepted cases,3864,28-09-2020,,Rapid,Digital surveillance
260bdde9-315d-4b32-8f14-a8d8a2a68527,United States,USA,07-01-2020 7.42,America,253722469,20200129_USA_783,TRUE,not accepted cases,2906,29-03-2020,,Rapid,HealthMap
eb0d41e3-58c0-4d26-ab10-cb07b747d8ee,Kenya,KEN,28-02-2020 18.01,Africa,64555710,20201017_KEN_578,TRUE,accepted cases,4032,04-10-2020,,Antigen,Digital surveillance
ffe9fa5b-d194-4a5f-a54a-8481753671a2,China,CHN,04-01-2020 7.38,Asia,748344717,20200901_CHN_001,FALSE,accepted cases,1068,23-06-2020,9187.81,Antigen,Digital surveillance
edec9fb2-37f6-4577-a177-5c0e1b96a723,Afghanistan,AFG,10-01-2020 18.45,Asia,24978473,20200226_AFG_867,FALSE,accepted cases,3060,26-12-2020,3955.96,PCR,HealthMap
5414203e-8d27-4b1f-a190-bf5a4ee5336f,Argentina,ARG,21-01-2020 4.10,America,65474825,20201123_ARG_984,FALSE,not accepted cases,1427,28-12-2020,6935.6,Rapid,HealthMap
b1bbc438-925a-49c7-8f59-54b77992db0a,Brazil,BRA,12-02-2020 18.52,America,186708813,20201218_BRA_302,TRUE,accepted cases,14,25-12-2020,3916.01,Rapid,Digital surveillance
4d6562b5-720e-4d68-b36a-e7887c6226f3,United States,USA,08-02-2020 10.58,America,485756878,20200423_USA_655,TRUE,not accepted cases,1152,18-06-2020,2379.96,Antigen,Digital surveillance
5e817c5f-003e-41b0-a0fa-602c952daa5f,China,CHN,22-02-2020 22.42,Asia,1769340491,20200620_CHN_458,TRUE,not accepted cases,1717,07-05-2020,3504.81,PCR,Digital surveillance
20001d23-e793-4e71-8715-8c630eb5cbf6,India,IND,25-01-2020 14.46,Asia,2027366960,20200730_IND_505,FALSE,not accepted cases,4473,11-07-2020,,Antigen,Digital surveillance
181af840-8719-436d-a5b1-9df89bb4fefd,United States,USA,29-01-2020 2.51,America,176561046,20200111_USA_327,FALSE,accepted cases,607,24-06-2020,,Antigen,Digital surveillance
